valid_frac,corr,ddem,n_conv,n_div,conv_latency_ms,conv_gain,conv_peakvel,conv_settle_ms,div_latency_ms,div_gain,div_peakvel,div_settle_ms,subject,round,session,file
0.9651012200940631,0.7106487892105251,1.8917943686085916,12,11,208.0,1.0116448437115433,27.92918341946704,372.0,208.0,1.0016038931744065,34.48163618843725,660.0,376,3,2,S_3376_S2_1_VRG.csv
0.9807616286730795,0.7603328185557466,1.7262786436819804,11,11,216.0,1.047597589373713,23.288724969598107,408.0,192.0,0.9833714610953966,14.437839623480663,388.0,329,1,2,S_1329_S2_1_VRG.csv
0.9755357864941366,0.741797370582623,1.6946456974030788,12,11,196.0,1.0568847929803182,15.508475549563139,540.0,216.0,1.036038907098155,16.81744196889945,408.0,133,1,2,S_1133_S2_1_VRG.csv
0.9922676976403146,0.7286639561678367,1.5977767291637086,11,11,196.0,1.2515149677684547,16.2824168190141,548.0,196.0,1.2582700568158636,20.17781269987573,344.0,72,2,1,S_2072_S1_1_VRG.csv
0.9524150035753755,0.6634284218333071,1.8960029817251218,11,11,244.0,1.07880372395186,14.322747949404357,548.0,220.0,1.1117321206721724,15.347675321100873,468.0,417,1,1,S_1417_S1_1_VRG.csv
0.9360156092309763,0.7240417599140775,1.7190914039791627,11,11,204.0,1.1490262892876535,22.59477412744881,480.0,232.0,1.074766095563019,20.819012630047485,520.0,250,1,1,S_1250_S1_1_VRG.csv
0.5548455102444166,0.6674149496039514,1.777993440957176,1,2,,,,,,,,,245,1,1,S_1245_S1_1_VRG.csv
0.976287657920311,0.6836796219255593,1.9450332810916287,12,11,220.0,1.0999937178887076,13.968655320279465,432.0,216.0,1.1341608695798269,18.474885832495126,556.0,177,1,1,S_1177_S1_1_VRG.csv
0.982762090012744,0.6160175770025504,2.1427658712366675,12,11,228.0,0.6154644062346121,31.80962610793325,452.0,200.0,0.5139892105897845,25.210583506955487,348.0,97,3,1,S_3097_S1_1_VRG.csv
0.9466782052988949,0.3403577054516087,1.6460872132827493,11,11,240.0,0.9467770443433936,18.003208503407862,536.0,184.0,1.0487380970563622,13.343620261057287,352.0,225,1,1,S_1225_S1_1_VRG.csv
0.9827854964418841,0.7362354280350047,1.8444424270123676,11,11,220.0,1.1772930692359864,19.42853855194859,540.0,208.0,1.1799758895036234,22.41200994406278,352.0,17,1,2,S_1017_S2_1_VRG.csv
0.9735548946075262,0.7755369508651304,1.8704039412373508,11,11,192.0,1.0768353889035622,26.000646172202103,420.0,188.0,0.9272918759788441,21.667324969294466,340.0,154,1,2,S_1154_S2_1_VRG.csv
0.978589506806211,0.7059247567076651,1.9899875015937454,11,11,220.0,1.096902411538493,19.542570103167623,428.0,220.0,1.077395482119167,14.46201282456283,444.0,240,1,1,S_1240_S1_1_VRG.csv
0.9081592171383231,0.6923401613099185,1.882646178600739,12,11,208.0,0.9284153928210573,32.86100897033517,380.0,224.0,1.0246691301907573,38.91998615520287,400.0,411,1,2,S_1411_S2_1_VRG.csv
0.9839977927990068,0.7766138142548232,1.8951859275931415,12,11,216.0,1.2440139748657186,27.311957789825534,360.0,192.0,1.2172435205831227,22.900330951599933,388.0,5,1,1,S_1005_S1_1_VRG.csv
0.9831526707587828,0.7349712717780299,1.8344039621367738,11,11,212.0,1.0863103023687963,15.697060796168282,392.0,200.0,1.1426275059944748,20.754931198837976,388.0,430,1,1,S_1430_S1_1_VRG.csv
0.9854054798292716,0.727516003238209,1.8237180340566965,12,11,188.0,0.9118334305800979,13.308069367526153,540.0,192.0,0.8633322291730635,10.177139912767363,360.0,364,1,2,S_1364_S2_1_VRG.csv
